image_path,genre
data\spectrograms\disco\disco.00031.png,disco
data\spectrograms\disco\disco.00032.png,disco
data\spectrograms\disco\disco.00032.png,disco
data\spectrograms\disco\disco.00033.png,disco
data\spectrograms\disco\disco.00033.png,disco
data\spectrograms\disco\disco.00034.png,disco
data\spectrograms\disco\disco.00034.png,disco
data\spectrograms\disco\disco.00035.png,disco
data\spectrograms\disco\disco.00035.png,disco
data\spectrograms\disco\disco.00036.png,disco
data\spectrograms\disco\disco.00036.png,disco
data\spectrograms\disco\disco.00037.png,disco
data\spectrograms\disco\disco.00037.png,disco
data\spectrograms\disco\disco.00038.png,disco
data\spectrograms\disco\disco.00038.png,disco
data\spectrograms\disco\disco.00039.png,disco
data\spectrograms\disco\disco.00039.png,disco
data\spectrograms\disco\disco.00040.png,disco
data\spectrograms\disco\disco.00040.png,disco
data\spectrograms\disco\disco.00041.png,disco
data\spectrograms\disco\disco.00041.png,disco
data\spectrograms\disco\disco.00042.png,disco
data\spectrograms\disco\disco.00042.png,disco
data\spectrograms\disco\disco.00043.png,disco
data\spectrograms\disco\disco.00043.png,disco
data\spectrograms\disco\disco.00044.png,disco
data\spectrograms\disco\disco.00044.png,disco
data\spectrograms\disco\disco.00045.png,disco
data\spectrograms\disco\disco.00045.png,disco
data\spectrograms\disco\disco.00046.png,disco
data\spectrograms\disco\disco.00046.png,disco
data\spectrograms\disco\disco.00047.png,disco
data\spectrograms\disco\disco.00047.png,disco
data\spectrograms\disco\disco.00048.png,disco
data\spectrograms\disco\disco.00048.png,disco
data\spectrograms\disco\disco.00049.png,disco
data\spectrograms\disco\disco.00049.png,disco
data\spectrograms\disco\disco.00050.png,disco
data\spectrograms\disco\disco.00050.png,disco
data\spectrograms\disco\disco.00051.png,disco
data\spectrograms\disco\disco.00051.png,disco
data\spectrograms\disco\disco.00052.png,disco
data\spectrograms\disco\disco.00052.png,disco
data\spectrograms\disco\disco.00053.png,disco
data\spectrograms\disco\disco.00053.png,disco
data\spectrograms\disco\disco.00054.png,disco
data\spectrograms\disco\disco.00054.png,disco
data\spectrograms\disco\disco.00055.png,disco
data\spectrograms\disco\disco.00055.png,disco
data\spectrograms\disco\disco.00056.png,disco
data\spectrograms\disco\disco.00056.png,disco
data\spectrograms\disco\disco.00057.png,disco
data\spectrograms\disco\disco.00057.png,disco
data\spectrograms\disco\disco.00058.png,disco
data\spectrograms\disco\disco.00058.png,disco
data\spectrograms\disco\disco.00059.png,disco
data\spectrograms\disco\disco.00059.png,disco
data\spectrograms\disco\disco.00060.png,disco
data\spectrograms\disco\disco.00060.png,disco
data\spectrograms\disco\disco.00061.png,disco
data\spectrograms\disco\disco.00061.png,disco
data\spectrograms\disco\disco.00062.png,disco
data\spectrograms\disco\disco.00062.png,disco
data\spectrograms\disco\disco.00063.png,disco
data\spectrograms\disco\disco.00063.png,disco
data\spectrograms\disco\disco.00064.png,disco
data\spectrograms\disco\disco.00064.png,disco
data\spectrograms\disco\disco.00065.png,disco
data\spectrograms\disco\disco.00065.png,disco
data\spectrograms\disco\disco.00066.png,disco
data\spectrograms\disco\disco.00066.png,disco
data\spectrograms\disco\disco.00067.png,disco
data\spectrograms\disco\disco.00067.png,disco
data\spectrograms\disco\disco.00068.png,disco
data\spectrograms\disco\disco.00068.png,disco
data\spectrograms\disco\disco.00069.png,disco
data\spectrograms\disco\disco.00069.png,disco
data\spectrograms\disco\disco.00070.png,disco
data\spectrograms\disco\disco.00070.png,disco
data\spectrograms\disco\disco.00071.png,disco
data\spectrograms\disco\disco.00071.png,disco
data\spectrograms\disco\disco.00072.png,disco
data\spectrograms\disco\disco.00072.png,disco
data\spectrograms\disco\disco.00073.png,disco
data\spectrograms\disco\disco.00073.png,disco
data\spectrograms\disco\disco.00074.png,disco
data\spectrograms\disco\disco.00074.png,disco
data\spectrograms\disco\disco.00075.png,disco
data\spectrograms\disco\disco.00075.png,disco
data\spectrograms\disco\disco.00076.png,disco
data\spectrograms\disco\disco.00076.png,disco
data\spectrograms\disco\disco.00077.png,disco
data\spectrograms\disco\disco.00077.png,disco
data\spectrograms\disco\disco.00078.png,disco
data\spectrograms\disco\disco.00078.png,disco
data\spectrograms\disco\disco.00079.png,disco
data\spectrograms\disco\disco.00079.png,disco
data\spectrograms\disco\disco.00080.png,disco
data\spectrograms\disco\disco.00080.png,disco
data\spectrograms\disco\disco.00081.png,disco
data\spectrograms\disco\disco.00081.png,disco
data\spectrograms\disco\disco.00082.png,disco
data\spectrograms\disco\disco.00082.png,disco
data\spectrograms\disco\disco.00083.png,disco
data\spectrograms\disco\disco.00083.png,disco
data\spectrograms\disco\disco.00084.png,disco
data\spectrograms\disco\disco.00084.png,disco
data\spectrograms\disco\disco.00085.png,disco
data\spectrograms\disco\disco.00085.png,disco
data\spectrograms\disco\disco.00086.png,disco
data\spectrograms\disco\disco.00086.png,disco
data\spectrograms\disco\disco.00087.png,disco
data\spectrograms\disco\disco.00087.png,disco
data\spectrograms\disco\disco.00088.png,disco
data\spectrograms\disco\disco.00088.png,disco
data\spectrograms\disco\disco.00089.png,disco
data\spectrograms\disco\disco.00089.png,disco
data\spectrograms\disco\disco.00090.png,disco
data\spectrograms\disco\disco.00090.png,disco
data\spectrograms\disco\disco.00091.png,disco
data\spectrograms\disco\disco.00091.png,disco
data\spectrograms\disco\disco.00092.png,disco
data\spectrograms\disco\disco.00092.png,disco
data\spectrograms\disco\disco.00093.png,disco
data\spectrograms\disco\disco.00093.png,disco
data\spectrograms\disco\disco.00094.png,disco
data\spectrograms\disco\disco.00094.png,disco
data\spectrograms\disco\disco.00095.png,disco
data\spectrograms\disco\disco.00095.png,disco
data\spectrograms\disco\disco.00096.png,disco
data\spectrograms\disco\disco.00096.png,disco
data\spectrograms\disco\disco.00097.png,disco
data\spectrograms\disco\disco.00097.png,disco
data\spectrograms\disco\disco.00098.png,disco
data\spectrograms\disco\disco.00098.png,disco
data\spectrograms\disco\disco.00099.png,disco
data\spectrograms\disco\disco.00099.png,disco
data\spectrograms\hiphop\hiphop.00000.png,hiphop
data\spectrograms\hiphop\hiphop.00000.png,hiphop
data\spectrograms\hiphop\hiphop.00001.png,hiphop
data\spectrograms\hiphop\hiphop.00001.png,hiphop
data\spectrograms\hiphop\hiphop.00002.png,hiphop
data\spectrograms\hiphop\hiphop.00002.png,hiphop
data\spectrograms\hiphop\hiphop.00003.png,hiphop
data\spectrograms\hiphop\hiphop.00003.png,hiphop
data\spectrograms\hiphop\hiphop.00004.png,hiphop
data\spectrograms\hiphop\hiphop.00004.png,hiphop
data\spectrograms\hiphop\hiphop.00005.png,hiphop
data\spectrograms\hiphop\hiphop.00005.png,hiphop
data\spectrograms\hiphop\hiphop.00006.png,hiphop
data\spectrograms\hiphop\hiphop.00006.png,hiphop
data\spectrograms\hiphop\hiphop.00007.png,hiphop
data\spectrograms\hiphop\hiphop.00007.png,hiphop
data\spectrograms\hiphop\hiphop.00008.png,hiphop
data\spectrograms\hiphop\hiphop.00008.png,hiphop
data\spectrograms\hiphop\hiphop.00009.png,hiphop
data\spectrograms\hiphop\hiphop.00009.png,hiphop
data\spectrograms\hiphop\hiphop.00010.png,hiphop
data\spectrograms\hiphop\hiphop.00010.png,hiphop
data\spectrograms\hiphop\hiphop.00011.png,hiphop
data\spectrograms\hiphop\hiphop.00011.png,hiphop
data\spectrograms\hiphop\hiphop.00012.png,hiphop
data\spectrograms\hiphop\hiphop.00012.png,hiphop
data\spectrograms\hiphop\hiphop.00013.png,hiphop
data\spectrograms\hiphop\hiphop.00013.png,hiphop
data\spectrograms\hiphop\hiphop.00014.png,hiphop
data\spectrograms\hiphop\hiphop.00014.png,hiphop
data\spectrograms\hiphop\hiphop.00015.png,hiphop
data\spectrograms\hiphop\hiphop.00015.png,hiphop
data\spectrograms\hiphop\hiphop.00016.png,hiphop
data\spectrograms\hiphop\hiphop.00016.png,hiphop
data\spectrograms\hiphop\hiphop.00017.png,hiphop
data\spectrograms\hiphop\hiphop.00017.png,hiphop
data\spectrograms\hiphop\hiphop.00018.png,hiphop
data\spectrograms\hiphop\hiphop.00018.png,hiphop
data\spectrograms\hiphop\hiphop.00019.png,hiphop
data\spectrograms\hiphop\hiphop.00019.png,hiphop
data\spectrograms\hiphop\hiphop.00020.png,hiphop
data\spectrograms\hiphop\hiphop.00020.png,hiphop
data\spectrograms\hiphop\hiphop.00021.png,hiphop
data\spectrograms\hiphop\hiphop.00021.png,hiphop
data\spectrograms\hiphop\hiphop.00022.png,hiphop
data\spectrograms\hiphop\hiphop.00022.png,hiphop
data\spectrograms\hiphop\hiphop.00023.png,hiphop
data\spectrograms\hiphop\hiphop.00023.png,hiphop
data\spectrograms\hiphop\hiphop.00024.png,hiphop
data\spectrograms\hiphop\hiphop.00024.png,hiphop
data\spectrograms\hiphop\hiphop.00025.png,hiphop
data\spectrograms\hiphop\hiphop.00025.png,hiphop
data\spectrograms\hiphop\hiphop.00026.png,hiphop
data\spectrograms\hiphop\hiphop.00026.png,hiphop
data\spectrograms\hiphop\hiphop.00027.png,hiphop
data\spectrograms\hiphop\hiphop.00027.png,hiphop
data\spectrograms\hiphop\hiphop.00028.png,hiphop
data\spectrograms\hiphop\hiphop.00028.png,hiphop
data\spectrograms\hiphop\hiphop.00029.png,hiphop
data\spectrograms\hiphop\hiphop.00029.png,hiphop
data\spectrograms\hiphop\hiphop.00030.png,hiphop
data\spectrograms\hiphop\hiphop.00030.png,hiphop
data\spectrograms\hiphop\hiphop.00031.png,hiphop
data\spectrograms\hiphop\hiphop.00031.png,hiphop
data\spectrograms\hiphop\hiphop.00032.png,hiphop
data\spectrograms\hiphop\hiphop.00032.png,hiphop
data\spectrograms\hiphop\hiphop.00033.png,hiphop
data\spectrograms\hiphop\hiphop.00033.png,hiphop
data\spectrograms\hiphop\hiphop.00034.png,hiphop
data\spectrograms\hiphop\hiphop.00034.png,hiphop
data\spectrograms\hiphop\hiphop.00035.png,hiphop
data\spectrograms\hiphop\hiphop.00035.png,hiphop
data\spectrograms\hiphop\hiphop.00036.png,hiphop
data\spectrograms\hiphop\hiphop.00036.png,hiphop
data\spectrograms\hiphop\hiphop.00037.png,hiphop
data\spectrograms\hiphop\hiphop.00037.png,hiphop
data\spectrograms\hiphop\hiphop.00038.png,hiphop
data\spectrograms\hiphop\hiphop.00038.png,hiphop
data\spectrograms\hiphop\hiphop.00039.png,hiphop
data\spectrograms\hiphop\hiphop.00039.png,hiphop
data\spectrograms\hiphop\hiphop.00040.png,hiphop
data\spectrograms\hiphop\hiphop.00040.png,hiphop
data\spectrograms\hiphop\hiphop.00041.png,hiphop
data\spectrograms\hiphop\hiphop.00041.png,hiphop
data\spectrograms\hiphop\hiphop.00042.png,hiphop
data\spectrograms\hiphop\hiphop.00042.png,hiphop
data\spectrograms\hiphop\hiphop.00043.png,hiphop
data\spectrograms\hiphop\hiphop.00043.png,hiphop
data\spectrograms\hiphop\hiphop.00044.png,hiphop
data\spectrograms\hiphop\hiphop.00044.png,hiphop
data\spectrograms\hiphop\hiphop.00045.png,hiphop
data\spectrograms\hiphop\hiphop.00045.png,hiphop
data\spectrograms\hiphop\hiphop.00046.png,hiphop
data\spectrograms\hiphop\hiphop.00046.png,hiphop
data\spectrograms\hiphop\hiphop.00047.png,hiphop
data\spectrograms\hiphop\hiphop.00047.png,hiphop
data\spectrograms\hiphop\hiphop.00048.png,hiphop
data\spectrograms\hiphop\hiphop.00048.png,hiphop
data\spectrograms\hiphop\hiphop.00049.png,hiphop
data\spectrograms\hiphop\hiphop.00049.png,hiphop
data\spectrograms\hiphop\hiphop.00050.png,hiphop
data\spectrograms\hiphop\hiphop.00050.png,hiphop
data\spectrograms\hiphop\hiphop.00051.png,hiphop
data\spectrograms\hiphop\hiphop.00051.png,hiphop
data\spectrograms\hiphop\hiphop.00052.png,hiphop
data\spectrograms\hiphop\hiphop.00052.png,hiphop
data\spectrograms\hiphop\hiphop.00053.png,hiphop
data\spectrograms\hiphop\hiphop.00053.png,hiphop
data\spectrograms\hiphop\hiphop.00054.png,hiphop
data\spectrograms\hiphop\hiphop.00054.png,hiphop
data\spectrograms\hiphop\hiphop.00055.png,hiphop
data\spectrograms\hiphop\hiphop.00055.png,hiphop
data\spectrograms\hiphop\hiphop.00056.png,hiphop
data\spectrograms\hiphop\hiphop.00056.png,hiphop
data\spectrograms\hiphop\hiphop.00057.png,hiphop
data\spectrograms\hiphop\hiphop.00057.png,hiphop
data\spectrograms\hiphop\hiphop.00058.png,hiphop
data\spectrograms\hiphop\hiphop.00058.png,hiphop
data\spectrograms\hiphop\hiphop.00059.png,hiphop
data\spectrograms\hiphop\hiphop.00059.png,hiphop
data\spectrograms\hiphop\hiphop.00060.png,hiphop
data\spectrograms\hiphop\hiphop.00060.png,hiphop
data\spectrograms\hiphop\hiphop.00061.png,hiphop
data\spectrograms\hiphop\hiphop.00061.png,hiphop
data\spectrograms\hiphop\hiphop.00062.png,hiphop
data\spectrograms\hiphop\hiphop.00062.png,hiphop
data\spectrograms\hiphop\hiphop.00063.png,hiphop
data\spectrograms\hiphop\hiphop.00063.png,hiphop
data\spectrograms\hiphop\hiphop.00064.png,hiphop
data\spectrograms\hiphop\hiphop.00064.png,hiphop
data\spectrograms\hiphop\hiphop.00065.png,hiphop
data\spectrograms\hiphop\hiphop.00065.png,hiphop
data\spectrograms\hiphop\hiphop.00066.png,hiphop
data\spectrograms\hiphop\hiphop.00066.png,hiphop
data\spectrograms\hiphop\hiphop.00067.png,hiphop
data\spectrograms\hiphop\hiphop.00067.png,hiphop
data\spectrograms\hiphop\hiphop.00068.png,hiphop
data\spectrograms\hiphop\hiphop.00068.png,hiphop
data\spectrograms\hiphop\hiphop.00069.png,hiphop
data\spectrograms\hiphop\hiphop.00069.png,hiphop
data\spectrograms\hiphop\hiphop.00070.png,hiphop
data\spectrograms\hiphop\hiphop.00070.png,hiphop
data\spectrograms\hiphop\hiphop.00071.png,hiphop
data\spectrograms\hiphop\hiphop.00071.png,hiphop
data\spectrograms\hiphop\hiphop.00072.png,hiphop
data\spectrograms\hiphop\hiphop.00072.png,hiphop
data\spectrograms\hiphop\hiphop.00073.png,hiphop
data\spectrograms\hiphop\hiphop.00073.png,hiphop
data\spectrograms\hiphop\hiphop.00074.png,hiphop
data\spectrograms\hiphop\hiphop.00074.png,hiphop
data\spectrograms\hiphop\hiphop.00075.png,hiphop
data\spectrograms\hiphop\hiphop.00075.png,hiphop
data\spectrograms\hiphop\hiphop.00076.png,hiphop
data\spectrograms\hiphop\hiphop.00076.png,hiphop
data\spectrograms\hiphop\hiphop.00077.png,hiphop
data\spectrograms\hiphop\hiphop.00077.png,hiphop
data\spectrograms\hiphop\hiphop.00078.png,hiphop
data\spectrograms\hiphop\hiphop.00078.png,hiphop
data\spectrograms\hiphop\hiphop.00079.png,hiphop
data\spectrograms\hiphop\hiphop.00079.png,hiphop
data\spectrograms\hiphop\hiphop.00080.png,hiphop
data\spectrograms\hiphop\hiphop.00080.png,hiphop
data\spectrograms\hiphop\hiphop.00081.png,hiphop
data\spectrograms\hiphop\hiphop.00081.png,hiphop
data\spectrograms\hiphop\hiphop.00082.png,hiphop
data\spectrograms\hiphop\hiphop.00082.png,hiphop
data\spectrograms\hiphop\hiphop.00083.png,hiphop
data\spectrograms\hiphop\hiphop.00083.png,hiphop
data\spectrograms\hiphop\hiphop.00084.png,hiphop
data\spectrograms\hiphop\hiphop.00084.png,hiphop
data\spectrograms\hiphop\hiphop.00085.png,hiphop
data\spectrograms\hiphop\hiphop.00085.png,hiphop
data\spectrograms\hiphop\hiphop.00086.png,hiphop
data\spectrograms\hiphop\hiphop.00086.png,hiphop
data\spectrograms\hiphop\hiphop.00087.png,hiphop
data\spectrograms\hiphop\hiphop.00087.png,hiphop
data\spectrograms\hiphop\hiphop.00088.png,hiphop
data\spectrograms\hiphop\hiphop.00088.png,hiphop
data\spectrograms\hiphop\hiphop.00089.png,hiphop
data\spectrograms\hiphop\hiphop.00089.png,hiphop
data\spectrograms\hiphop\hiphop.00090.png,hiphop
data\spectrograms\hiphop\hiphop.00090.png,hiphop
data\spectrograms\hiphop\hiphop.00091.png,hiphop
data\spectrograms\hiphop\hiphop.00091.png,hiphop
data\spectrograms\hiphop\hiphop.00092.png,hiphop
data\spectrograms\hiphop\hiphop.00092.png,hiphop
data\spectrograms\hiphop\hiphop.00093.png,hiphop
data\spectrograms\hiphop\hiphop.00093.png,hiphop
data\spectrograms\hiphop\hiphop.00094.png,hiphop
data\spectrograms\hiphop\hiphop.00094.png,hiphop
data\spectrograms\hiphop\hiphop.00095.png,hiphop
data\spectrograms\hiphop\hiphop.00095.png,hiphop
data\spectrograms\hiphop\hiphop.00096.png,hiphop
data\spectrograms\hiphop\hiphop.00096.png,hiphop
data\spectrograms\hiphop\hiphop.00097.png,hiphop
data\spectrograms\hiphop\hiphop.00097.png,hiphop
data\spectrograms\hiphop\hiphop.00098.png,hiphop
data\spectrograms\hiphop\hiphop.00098.png,hiphop
data\spectrograms\hiphop\hiphop.00099.png,hiphop
data\spectrograms\hiphop\hiphop.00099.png,hiphop
data\spectrograms\jazz\jazz.00000.png,jazz
data\spectrograms\jazz\jazz.00000.png,jazz
data\spectrograms\jazz\jazz.00001.png,jazz
data\spectrograms\jazz\jazz.00001.png,jazz
data\spectrograms\jazz\jazz.00002.png,jazz
data\spectrograms\jazz\jazz.00002.png,jazz
data\spectrograms\jazz\jazz.00003.png,jazz
data\spectrograms\jazz\jazz.00003.png,jazz
data\spectrograms\jazz\jazz.00004.png,jazz
data\spectrograms\jazz\jazz.00004.png,jazz
data\spectrograms\jazz\jazz.00005.png,jazz
data\spectrograms\jazz\jazz.00005.png,jazz
data\spectrograms\jazz\jazz.00006.png,jazz
data\spectrograms\jazz\jazz.00006.png,jazz
data\spectrograms\jazz\jazz.00007.png,jazz
data\spectrograms\jazz\jazz.00007.png,jazz
data\spectrograms\jazz\jazz.00008.png,jazz
data\spectrograms\jazz\jazz.00008.png,jazz
data\spectrograms\jazz\jazz.00009.png,jazz
data\spectrograms\jazz\jazz.00009.png,jazz
data\spectrograms\jazz\jazz.00010.png,jazz
data\spectrograms\jazz\jazz.00010.png,jazz
data\spectrograms\jazz\jazz.00011.png,jazz
data\spectrograms\jazz\jazz.00011.png,jazz
data\spectrograms\jazz\jazz.00012.png,jazz
data\spectrograms\jazz\jazz.00012.png,jazz
data\spectrograms\jazz\jazz.00013.png,jazz
data\spectrograms\jazz\jazz.00013.png,jazz
data\spectrograms\jazz\jazz.00014.png,jazz
data\spectrograms\jazz\jazz.00014.png,jazz
data\spectrograms\jazz\jazz.00015.png,jazz
data\spectrograms\jazz\jazz.00015.png,jazz
data\spectrograms\jazz\jazz.00016.png,jazz
data\spectrograms\jazz\jazz.00016.png,jazz
data\spectrograms\jazz\jazz.00017.png,jazz
data\spectrograms\jazz\jazz.00017.png,jazz
data\spectrograms\jazz\jazz.00018.png,jazz
data\spectrograms\jazz\jazz.00018.png,jazz
data\spectrograms\jazz\jazz.00019.png,jazz
data\spectrograms\jazz\jazz.00019.png,jazz
data\spectrograms\jazz\jazz.00020.png,jazz
data\spectrograms\jazz\jazz.00020.png,jazz
data\spectrograms\jazz\jazz.00021.png,jazz
data\spectrograms\jazz\jazz.00021.png,jazz
data\spectrograms\jazz\jazz.00022.png,jazz
data\spectrograms\jazz\jazz.00022.png,jazz
data\spectrograms\jazz\jazz.00023.png,jazz
data\spectrograms\jazz\jazz.00023.png,jazz
data\spectrograms\jazz\jazz.00024.png,jazz
data\spectrograms\jazz\jazz.00024.png,jazz
data\spectrograms\jazz\jazz.00025.png,jazz
data\spectrograms\jazz\jazz.00025.png,jazz
data\spectrograms\jazz\jazz.00026.png,jazz
data\spectrograms\jazz\jazz.00026.png,jazz
data\spectrograms\jazz\jazz.00027.png,jazz
data\spectrograms\jazz\jazz.00027.png,jazz
data\spectrograms\jazz\jazz.00028.png,jazz
data\spectrograms\jazz\jazz.00028.png,jazz
data\spectrograms\jazz\jazz.00029.png,jazz
data\spectrograms\jazz\jazz.00029.png,jazz
data\spectrograms\jazz\jazz.00030.png,jazz
data\spectrograms\jazz\jazz.00030.png,jazz
data\spectrograms\jazz\jazz.00031.png,jazz
data\spectrograms\jazz\jazz.00031.png,jazz
data\spectrograms\jazz\jazz.00032.png,jazz
data\spectrograms\jazz\jazz.00032.png,jazz
data\spectrograms\jazz\jazz.00033.png,jazz
data\spectrograms\jazz\jazz.00033.png,jazz
data\spectrograms\jazz\jazz.00034.png,jazz
data\spectrograms\jazz\jazz.00034.png,jazz
data\spectrograms\jazz\jazz.00035.png,jazz
data\spectrograms\jazz\jazz.00035.png,jazz
data\spectrograms\jazz\jazz.00036.png,jazz
data\spectrograms\jazz\jazz.00036.png,jazz
data\spectrograms\jazz\jazz.00037.png,jazz
data\spectrograms\jazz\jazz.00037.png,jazz
data\spectrograms\jazz\jazz.00038.png,jazz
data\spectrograms\jazz\jazz.00038.png,jazz
data\spectrograms\jazz\jazz.00039.png,jazz
data\spectrograms\jazz\jazz.00039.png,jazz
data\spectrograms\jazz\jazz.00040.png,jazz
data\spectrograms\jazz\jazz.00040.png,jazz
data\spectrograms\jazz\jazz.00041.png,jazz
data\spectrograms\jazz\jazz.00041.png,jazz
data\spectrograms\jazz\jazz.00042.png,jazz
data\spectrograms\jazz\jazz.00042.png,jazz
data\spectrograms\jazz\jazz.00043.png,jazz
data\spectrograms\jazz\jazz.00043.png,jazz
data\spectrograms\jazz\jazz.00044.png,jazz
data\spectrograms\jazz\jazz.00044.png,jazz
data\spectrograms\jazz\jazz.00045.png,jazz
data\spectrograms\jazz\jazz.00045.png,jazz
data\spectrograms\jazz\jazz.00046.png,jazz
data\spectrograms\jazz\jazz.00046.png,jazz
data\spectrograms\jazz\jazz.00047.png,jazz
data\spectrograms\jazz\jazz.00047.png,jazz
data\spectrograms\jazz\jazz.00048.png,jazz
data\spectrograms\jazz\jazz.00048.png,jazz
data\spectrograms\jazz\jazz.00049.png,jazz
data\spectrograms\jazz\jazz.00049.png,jazz
data\spectrograms\jazz\jazz.00050.png,jazz
data\spectrograms\jazz\jazz.00050.png,jazz
data\spectrograms\jazz\jazz.00051.png,jazz
data\spectrograms\jazz\jazz.00051.png,jazz
data\spectrograms\jazz\jazz.00052.png,jazz
data\spectrograms\jazz\jazz.00052.png,jazz
data\spectrograms\jazz\jazz.00053.png,jazz
data\spectrograms\jazz\jazz.00053.png,jazz
data\spectrograms\jazz\jazz.00055.png,jazz
data\spectrograms\jazz\jazz.00055.png,jazz
data\spectrograms\jazz\jazz.00056.png,jazz
data\spectrograms\jazz\jazz.00056.png,jazz
data\spectrograms\jazz\jazz.00057.png,jazz
data\spectrograms\jazz\jazz.00057.png,jazz
data\spectrograms\jazz\jazz.00058.png,jazz
data\spectrograms\jazz\jazz.00058.png,jazz
data\spectrograms\jazz\jazz.00059.png,jazz
data\spectrograms\jazz\jazz.00059.png,jazz
data\spectrograms\jazz\jazz.00060.png,jazz
data\spectrograms\jazz\jazz.00060.png,jazz
data\spectrograms\jazz\jazz.00061.png,jazz
data\spectrograms\jazz\jazz.00061.png,jazz
data\spectrograms\jazz\jazz.00062.png,jazz
data\spectrograms\jazz\jazz.00062.png,jazz
data\spectrograms\jazz\jazz.00063.png,jazz
data\spectrograms\jazz\jazz.00063.png,jazz
data\spectrograms\jazz\jazz.00064.png,jazz
data\spectrograms\jazz\jazz.00064.png,jazz
data\spectrograms\jazz\jazz.00065.png,jazz
data\spectrograms\jazz\jazz.00065.png,jazz
data\spectrograms\jazz\jazz.00066.png,jazz
data\spectrograms\jazz\jazz.00066.png,jazz
data\spectrograms\jazz\jazz.00067.png,jazz
data\spectrograms\jazz\jazz.00067.png,jazz
data\spectrograms\jazz\jazz.00068.png,jazz
data\spectrograms\jazz\jazz.00068.png,jazz
data\spectrograms\jazz\jazz.00069.png,jazz
data\spectrograms\jazz\jazz.00069.png,jazz
data\spectrograms\jazz\jazz.00070.png,jazz
data\spectrograms\jazz\jazz.00070.png,jazz
data\spectrograms\jazz\jazz.00071.png,jazz
data\spectrograms\jazz\jazz.00071.png,jazz
data\spectrograms\jazz\jazz.00072.png,jazz
data\spectrograms\jazz\jazz.00072.png,jazz
data\spectrograms\jazz\jazz.00073.png,jazz
data\spectrograms\jazz\jazz.00073.png,jazz
data\spectrograms\jazz\jazz.00074.png,jazz
data\spectrograms\jazz\jazz.00074.png,jazz
data\spectrograms\jazz\jazz.00075.png,jazz
data\spectrograms\jazz\jazz.00075.png,jazz
data\spectrograms\jazz\jazz.00076.png,jazz
data\spectrograms\jazz\jazz.00076.png,jazz
data\spectrograms\jazz\jazz.00077.png,jazz
data\spectrograms\jazz\jazz.00077.png,jazz
data\spectrograms\jazz\jazz.00078.png,jazz
data\spectrograms\jazz\jazz.00078.png,jazz
data\spectrograms\jazz\jazz.00079.png,jazz
data\spectrograms\jazz\jazz.00079.png,jazz
data\spectrograms\jazz\jazz.00080.png,jazz
data\spectrograms\jazz\jazz.00080.png,jazz
data\spectrograms\jazz\jazz.00081.png,jazz
data\spectrograms\jazz\jazz.00081.png,jazz
data\spectrograms\jazz\jazz.00082.png,jazz
data\spectrograms\jazz\jazz.00082.png,jazz
data\spectrograms\jazz\jazz.00083.png,jazz
data\spectrograms\jazz\jazz.00083.png,jazz
data\spectrograms\jazz\jazz.00084.png,jazz
data\spectrograms\jazz\jazz.00084.png,jazz
data\spectrograms\jazz\jazz.00085.png,jazz
data\spectrograms\jazz\jazz.00085.png,jazz
data\spectrograms\jazz\jazz.00086.png,jazz
data\spectrograms\jazz\jazz.00086.png,jazz
data\spectrograms\jazz\jazz.00087.png,jazz
data\spectrograms\jazz\jazz.00087.png,jazz
data\spectrograms\jazz\jazz.00088.png,jazz
data\spectrograms\jazz\jazz.00088.png,jazz
data\spectrograms\jazz\jazz.00089.png,jazz
data\spectrograms\jazz\jazz.00089.png,jazz
data\spectrograms\jazz\jazz.00090.png,jazz
data\spectrograms\jazz\jazz.00090.png,jazz
data\spectrograms\jazz\jazz.00091.png,jazz
data\spectrograms\jazz\jazz.00091.png,jazz
data\spectrograms\jazz\jazz.00092.png,jazz
data\spectrograms\jazz\jazz.00092.png,jazz
data\spectrograms\jazz\jazz.00093.png,jazz
data\spectrograms\jazz\jazz.00093.png,jazz
data\spectrograms\jazz\jazz.00094.png,jazz
data\spectrograms\jazz\jazz.00094.png,jazz
data\spectrograms\jazz\jazz.00095.png,jazz
data\spectrograms\jazz\jazz.00095.png,jazz
data\spectrograms\jazz\jazz.00096.png,jazz
data\spectrograms\jazz\jazz.00096.png,jazz
data\spectrograms\jazz\jazz.00097.png,jazz
data\spectrograms\jazz\jazz.00097.png,jazz
data\spectrograms\jazz\jazz.00098.png,jazz
data\spectrograms\jazz\jazz.00098.png,jazz
data\spectrograms\jazz\jazz.00099.png,jazz
data\spectrograms\jazz\jazz.00099.png,jazz
data\spectrograms\metal\metal.00000.png,metal
data\spectrograms\metal\metal.00000.png,metal
data\spectrograms\metal\metal.00001.png,metal
data\spectrograms\metal\metal.00001.png,metal
data\spectrograms\metal\metal.00002.png,metal
data\spectrograms\metal\metal.00002.png,metal
data\spectrograms\metal\metal.00003.png,metal
data\spectrograms\metal\metal.00003.png,metal
data\spectrograms\metal\metal.00004.png,metal
data\spectrograms\metal\metal.00004.png,metal
data\spectrograms\metal\metal.00005.png,metal
data\spectrograms\metal\metal.00005.png,metal
data\spectrograms\metal\metal.00006.png,metal
data\spectrograms\metal\metal.00006.png,metal
data\spectrograms\metal\metal.00007.png,metal
data\spectrograms\metal\metal.00007.png,metal
data\spectrograms\metal\metal.00008.png,metal
data\spectrograms\metal\metal.00008.png,metal
data\spectrograms\metal\metal.00009.png,metal
