song_id,audio_path,valence,arousal
668,data\raw\deam\audio\668.mp3,5.0,5.3
671,data\raw\deam\audio\671.mp3,3.1,3.7
672,data\raw\deam\audio\672.mp3,4.4,6.3
673,data\raw\deam\audio\673.mp3,6.6,6.7
674,data\raw\deam\audio\674.mp3,6.8,7.4
675,data\raw\deam\audio\675.mp3,5.1,5.8
676,data\raw\deam\audio\676.mp3,6.6,6.6
677,data\raw\deam\audio\677.mp3,6.5,5.3
681,data\raw\deam\audio\681.mp3,4.9,6.6
682,data\raw\deam\audio\682.mp3,4.8,6.0
684,data\raw\deam\audio\684.mp3,4.3,4.9
685,data\raw\deam\audio\685.mp3,4.5,3.6
686,data\raw\deam\audio\686.mp3,3.4,5.5
687,data\raw\deam\audio\687.mp3,7.3,7.4
688,data\raw\deam\audio\688.mp3,4.3,5.0
689,data\raw\deam\audio\689.mp3,3.8,4.6
690,data\raw\deam\audio\690.mp3,2.4,4.4
691,data\raw\deam\audio\691.mp3,5.0,3.7
692,data\raw\deam\audio\692.mp3,6.9,6.1
693,data\raw\deam\audio\693.mp3,6.2,5.3
695,data\raw\deam\audio\695.mp3,5.9,6.2
696,data\raw\deam\audio\696.mp3,5.3,5.8
697,data\raw\deam\audio\697.mp3,4.8,5.8
698,data\raw\deam\audio\698.mp3,3.9,3.7
699,data\raw\deam\audio\699.mp3,3.7,4.5
700,data\raw\deam\audio\700.mp3,4.8,5.6
702,data\raw\deam\audio\702.mp3,7.5,3.3
703,data\raw\deam\audio\703.mp3,5.1,6.0
704,data\raw\deam\audio\704.mp3,4.1,4.2
706,data\raw\deam\audio\706.mp3,5.5,6.0
707,data\raw\deam\audio\707.mp3,3.2,3.1
708,data\raw\deam\audio\708.mp3,3.2,3.2
709,data\raw\deam\audio\709.mp3,5.8,5.0
710,data\raw\deam\audio\710.mp3,5.4,5.1
711,data\raw\deam\audio\711.mp3,2.9,3.1
712,data\raw\deam\audio\712.mp3,3.4,5.3
713,data\raw\deam\audio\713.mp3,4.9,6.3
714,data\raw\deam\audio\714.mp3,4.4,4.8
715,data\raw\deam\audio\715.mp3,2.9,4.3
717,data\raw\deam\audio\717.mp3,4.5,4.9
718,data\raw\deam\audio\718.mp3,5.9,6.5
719,data\raw\deam\audio\719.mp3,7.1,7.2
721,data\raw\deam\audio\721.mp3,5.7,5.5
722,data\raw\deam\audio\722.mp3,5.7,7.0
723,data\raw\deam\audio\723.mp3,6.5,7.2
724,data\raw\deam\audio\724.mp3,6.0,6.1
725,data\raw\deam\audio\725.mp3,5.1,5.1
726,data\raw\deam\audio\726.mp3,7.0,3.6
727,data\raw\deam\audio\727.mp3,4.3,4.5
728,data\raw\deam\audio\728.mp3,6.9,7.5
729,data\raw\deam\audio\729.mp3,6.4,3.5
730,data\raw\deam\audio\730.mp3,3.7,4.5
731,data\raw\deam\audio\731.mp3,7.3,5.8
732,data\raw\deam\audio\732.mp3,5.6,6.3
733,data\raw\deam\audio\733.mp3,4.3,5.0
734,data\raw\deam\audio\734.mp3,5.7,6.3
735,data\raw\deam\audio\735.mp3,4.3,4.9
736,data\raw\deam\audio\736.mp3,2.7,3.7
737,data\raw\deam\audio\737.mp3,4.1,4.9
738,data\raw\deam\audio\738.mp3,5.5,6.2
739,data\raw\deam\audio\739.mp3,6.2,6.9
740,data\raw\deam\audio\740.mp3,3.7,4.0
741,data\raw\deam\audio\741.mp3,4.6,4.4
742,data\raw\deam\audio\742.mp3,6.1,6.5
743,data\raw\deam\audio\743.mp3,3.1,5.0
744,data\raw\deam\audio\744.mp3,6.1,5.5
745,data\raw\deam\audio\745.mp3,4.2,1.6
746,data\raw\deam\audio\746.mp3,3.7,4.6
747,data\raw\deam\audio\747.mp3,3.6,4.9
748,data\raw\deam\audio\748.mp3,5.1,4.4
749,data\raw\deam\audio\749.mp3,4.2,4.9
750,data\raw\deam\audio\750.mp3,5.3,5.7
756,data\raw\deam\audio\756.mp3,5.9,6.8
757,data\raw\deam\audio\757.mp3,6.0,6.1
758,data\raw\deam\audio\758.mp3,4.8,5.9
759,data\raw\deam\audio\759.mp3,6.7,5.9
763,data\raw\deam\audio\763.mp3,3.5,5.5
764,data\raw\deam\audio\764.mp3,6.3,7.5
767,data\raw\deam\audio\767.mp3,5.2,6.5
769,data\raw\deam\audio\769.mp3,6.2,5.0
773,data\raw\deam\audio\773.mp3,4.5,4.7
775,data\raw\deam\audio\775.mp3,3.7,4.4
776,data\raw\deam\audio\776.mp3,3.5,4.5
777,data\raw\deam\audio\777.mp3,6.2,5.1
779,data\raw\deam\audio\779.mp3,2.8,5.3
780,data\raw\deam\audio\780.mp3,5.8,6.2
781,data\raw\deam\audio\781.mp3,4.9,6.3
782,data\raw\deam\audio\782.mp3,7.2,4.7
784,data\raw\deam\audio\784.mp3,4.7,5.7
787,data\raw\deam\audio\787.mp3,6.1,6.3
789,data\raw\deam\audio\789.mp3,3.9,5.2
790,data\raw\deam\audio\790.mp3,7.2,5.4
791,data\raw\deam\audio\791.mp3,2.7,4.6
794,data\raw\deam\audio\794.mp3,2.5,4.2
795,data\raw\deam\audio\795.mp3,2.2,3.5
796,data\raw\deam\audio\796.mp3,5.2,5.1
797,data\raw\deam\audio\797.mp3,4.9,5.4
798,data\raw\deam\audio\798.mp3,6.5,5.9
799,data\raw\deam\audio\799.mp3,4.1,5.6
800,data\raw\deam\audio\800.mp3,4.5,4.5
801,data\raw\deam\audio\801.mp3,3.3,3.5
804,data\raw\deam\audio\804.mp3,6.9,6.8
805,data\raw\deam\audio\805.mp3,2.2,3.5
806,data\raw\deam\audio\806.mp3,6.4,6.6
807,data\raw\deam\audio\807.mp3,4.8,6.5
808,data\raw\deam\audio\808.mp3,3.1,4.3
810,data\raw\deam\audio\810.mp3,6.5,6.6
811,data\raw\deam\audio\811.mp3,4.1,4.9
813,data\raw\deam\audio\813.mp3,6.2,6.7
814,data\raw\deam\audio\814.mp3,6.1,5.3
815,data\raw\deam\audio\815.mp3,5.5,5.9
818,data\raw\deam\audio\818.mp3,5.9,6.8
819,data\raw\deam\audio\819.mp3,4.0,5.7
820,data\raw\deam\audio\820.mp3,6.4,6.4
823,data\raw\deam\audio\823.mp3,4.8,4.8
824,data\raw\deam\audio\824.mp3,7.2,7.0
825,data\raw\deam\audio\825.mp3,4.1,5.7
826,data\raw\deam\audio\826.mp3,4.0,4.7
829,data\raw\deam\audio\829.mp3,2.3,4.5
830,data\raw\deam\audio\830.mp3,5.3,5.9
831,data\raw\deam\audio\831.mp3,5.2,6.2
833,data\raw\deam\audio\833.mp3,5.0,5.8
834,data\raw\deam\audio\834.mp3,4.7,4.3
836,data\raw\deam\audio\836.mp3,7.1,5.7
839,data\raw\deam\audio\839.mp3,5.7,4.4
841,data\raw\deam\audio\841.mp3,4.2,4.7
844,data\raw\deam\audio\844.mp3,3.8,3.4
845,data\raw\deam\audio\845.mp3,5.1,4.0
846,data\raw\deam\audio\846.mp3,6.0,5.5
848,data\raw\deam\audio\848.mp3,2.2,2.7
850,data\raw\deam\audio\850.mp3,3.6,3.1
851,data\raw\deam\audio\851.mp3,5.0,4.4
852,data\raw\deam\audio\852.mp3,4.5,4.7
854,data\raw\deam\audio\854.mp3,2.9,3.8
855,data\raw\deam\audio\855.mp3,2.9,4.5
856,data\raw\deam\audio\856.mp3,6.7,5.6
857,data\raw\deam\audio\857.mp3,4.9,5.3
858,data\raw\deam\audio\858.mp3,4.4,4.5
859,data\raw\deam\audio\859.mp3,3.6,5.1
860,data\raw\deam\audio\860.mp3,6.6,6.7
863,data\raw\deam\audio\863.mp3,6.4,7.0
864,data\raw\deam\audio\864.mp3,5.7,5.9
865,data\raw\deam\audio\865.mp3,2.8,4.6
866,data\raw\deam\audio\866.mp3,5.8,5.1
867,data\raw\deam\audio\867.mp3,5.8,6.5
869,data\raw\deam\audio\869.mp3,2.6,4.1
871,data\raw\deam\audio\871.mp3,6.4,6.0
872,data\raw\deam\audio\872.mp3,3.4,5.5
873,data\raw\deam\audio\873.mp3,6.8,7.0
874,data\raw\deam\audio\874.mp3,6.3,4.4
876,data\raw\deam\audio\876.mp3,6.3,6.7
879,data\raw\deam\audio\879.mp3,5.6,6.0
880,data\raw\deam\audio\880.mp3,4.9,3.8
882,data\raw\deam\audio\882.mp3,5.3,5.2
884,data\raw\deam\audio\884.mp3,5.5,5.0
886,data\raw\deam\audio\886.mp3,5.9,5.4
887,data\raw\deam\audio\887.mp3,5.1,5.6
889,data\raw\deam\audio\889.mp3,6.9,7.2
890,data\raw\deam\audio\890.mp3,3.6,4.7
891,data\raw\deam\audio\891.mp3,3.4,5.5
892,data\raw\deam\audio\892.mp3,3.9,2.9
893,data\raw\deam\audio\893.mp3,7.3,3.3
897,data\raw\deam\audio\897.mp3,4.9,4.3
898,data\raw\deam\audio\898.mp3,6.4,5.5
899,data\raw\deam\audio\899.mp3,5.3,6.3
902,data\raw\deam\audio\902.mp3,7.0,3.3
903,data\raw\deam\audio\903.mp3,5.9,5.6
904,data\raw\deam\audio\904.mp3,5.7,4.2
908,data\raw\deam\audio\908.mp3,5.5,4.9
909,data\raw\deam\audio\909.mp3,6.0,5.5
910,data\raw\deam\audio\910.mp3,7.0,6.6
911,data\raw\deam\audio\911.mp3,7.1,4.0
913,data\raw\deam\audio\913.mp3,4.8,3.3
915,data\raw\deam\audio\915.mp3,5.0,5.2
921,data\raw\deam\audio\921.mp3,5.9,6.1
924,data\raw\deam\audio\924.mp3,5.4,6.2
925,data\raw\deam\audio\925.mp3,4.9,5.7
926,data\raw\deam\audio\926.mp3,4.0,5.5
928,data\raw\deam\audio\928.mp3,5.0,4.0
931,data\raw\deam\audio\931.mp3,6.3,6.5
932,data\raw\deam\audio\932.mp3,4.5,4.9
934,data\raw\deam\audio\934.mp3,6.2,6.4
936,data\raw\deam\audio\936.mp3,5.4,4.7
938,data\raw\deam\audio\938.mp3,7.3,4.2
939,data\raw\deam\audio\939.mp3,6.2,2.7
941,data\raw\deam\audio\941.mp3,7.2,5.9
942,data\raw\deam\audio\942.mp3,4.8,4.1
944,data\raw\deam\audio\944.mp3,7.1,6.5
945,data\raw\deam\audio\945.mp3,2.3,2.8
949,data\raw\deam\audio\949.mp3,5.7,6.1
952,data\raw\deam\audio\952.mp3,4.2,3.7
954,data\raw\deam\audio\954.mp3,5.1,5.5
955,data\raw\deam\audio\955.mp3,3.8,5.6
956,data\raw\deam\audio\956.mp3,4.5,5.4
957,data\raw\deam\audio\957.mp3,2.8,4.7
958,data\raw\deam\audio\958.mp3,5.5,5.1
959,data\raw\deam\audio\959.mp3,6.2,6.4
960,data\raw\deam\audio\960.mp3,7.7,7.7
961,data\raw\deam\audio\961.mp3,5.6,5.5
962,data\raw\deam\audio\962.mp3,7.4,3.4
964,data\raw\deam\audio\964.mp3,7.6,7.0
967,data\raw\deam\audio\967.mp3,2.8,4.4
968,data\raw\deam\audio\968.mp3,3.8,3.2
970,data\raw\deam\audio\970.mp3,6.6,6.6
973,data\raw\deam\audio\973.mp3,6.5,4.6
974,data\raw\deam\audio\974.mp3,4.1,4.2
976,data\raw\deam\audio\976.mp3,6.2,5.9
977,data\raw\deam\audio\977.mp3,7.3,3.5
978,data\raw\deam\audio\978.mp3,7.7,6.1
979,data\raw\deam\audio\979.mp3,3.1,5.5
980,data\raw\deam\audio\980.mp3,5.8,4.3
981,data\raw\deam\audio\981.mp3,6.7,6.6
983,data\raw\deam\audio\983.mp3,4.8,6.3
985,data\raw\deam\audio\985.mp3,3.9,6.1
986,data\raw\deam\audio\986.mp3,5.8,4.5
987,data\raw\deam\audio\987.mp3,6.3,3.6
988,data\raw\deam\audio\988.mp3,5.4,5.9
989,data\raw\deam\audio\989.mp3,6.3,6.4
990,data\raw\deam\audio\990.mp3,6.0,6.1
991,data\raw\deam\audio\991.mp3,3.1,3.5
993,data\raw\deam\audio\993.mp3,4.4,3.8
994,data\raw\deam\audio\994.mp3,6.6,5.3
995,data\raw\deam\audio\995.mp3,4.7,2.4
996,data\raw\deam\audio\996.mp3,6.0,6.7
997,data\raw\deam\audio\997.mp3,6.4,6.7
999,data\raw\deam\audio\999.mp3,4.1,5.9
1000,data\raw\deam\audio\1000.mp3,6.8,5.6
1001,data\raw\deam\audio\1001.mp3,4.4,3.8
1002,data\raw\deam\audio\1002.mp3,4.5,3.2
1003,data\raw\deam\audio\1003.mp3,5.3,3.3
1004,data\raw\deam\audio\1004.mp3,3.8,4.7
1005,data\raw\deam\audio\1005.mp3,5.4,5.1
1006,data\raw\deam\audio\1006.mp3,4.6,4.4
1007,data\raw\deam\audio\1007.mp3,5.2,5.4
1008,data\raw\deam\audio\1008.mp3,6.0,5.4
1009,data\raw\deam\audio\1009.mp3,3.5,3.7
1010,data\raw\deam\audio\1010.mp3,6.5,6.5
1011,data\raw\deam\audio\1011.mp3,4.5,3.0
1012,data\raw\deam\audio\1012.mp3,4.3,2.9
1013,data\raw\deam\audio\1013.mp3,3.2,3.5
1014,data\raw\deam\audio\1014.mp3,4.9,4.5
1015,data\raw\deam\audio\1015.mp3,5.9,6.3
1016,data\raw\deam\audio\1016.mp3,3.3,1.9
1017,data\raw\deam\audio\1017.mp3,4.1,3.8
1018,data\raw\deam\audio\1018.mp3,3.7,2.5
1019,data\raw\deam\audio\1019.mp3,4.3,2.8
1020,data\raw\deam\audio\1020.mp3,3.4,2.5
1021,data\raw\deam\audio\1021.mp3,6.2,4.8
1022,data\raw\deam\audio\1022.mp3,3.3,3.3
1023,data\raw\deam\audio\1023.mp3,2.9,2.3
1024,data\raw\deam\audio\1024.mp3,3.2,2.9
1025,data\raw\deam\audio\1025.mp3,5.1,6.1
1026,data\raw\deam\audio\1026.mp3,3.7,2.8
1027,data\raw\deam\audio\1027.mp3,4.6,3.8
1028,data\raw\deam\audio\1028.mp3,4.5,4.8
1029,data\raw\deam\audio\1029.mp3,3.9,4.5
1030,data\raw\deam\audio\1030.mp3,5.7,5.2
1031,data\raw\deam\audio\1031.mp3,4.8,5.0
1032,data\raw\deam\audio\1032.mp3,3.3,4.1
1033,data\raw\deam\audio\1033.mp3,5.3,5.6
1034,data\raw\deam\audio\1034.mp3,3.3,2.8
1035,data\raw\deam\audio\1035.mp3,4.3,4.2
1036,data\raw\deam\audio\1036.mp3,4.8,3.0
1037,data\raw\deam\audio\1037.mp3,5.0,4.4
1038,data\raw\deam\audio\1038.mp3,5.0,4.1
1039,data\raw\deam\audio\1039.mp3,6.3,4.6
1040,data\raw\deam\audio\1040.mp3,6.2,5.3
1041,data\raw\deam\audio\1041.mp3,5.6,5.4
1042,data\raw\deam\audio\1042.mp3,5.0,4.3
1043,data\raw\deam\audio\1043.mp3,4.9,5.0
1044,data\raw\deam\audio\1044.mp3,7.1,6.1
1045,data\raw\deam\audio\1045.mp3,4.4,3.1
1046,data\raw\deam\audio\1046.mp3,5.6,5.0
1047,data\raw\deam\audio\1047.mp3,5.3,4.4
1048,data\raw\deam\audio\1048.mp3,5.0,6.7
1049,data\raw\deam\audio\1049.mp3,5.3,6.7
1050,data\raw\deam\audio\1050.mp3,6.0,5.8
1051,data\raw\deam\audio\1051.mp3,5.2,5.3
1052,data\raw\deam\audio\1052.mp3,5.5,6.6
1053,data\raw\deam\audio\1053.mp3,4.5,6.3
1054,data\raw\deam\audio\1054.mp3,3.7,6.3
1055,data\raw\deam\audio\1055.mp3,3.7,6.3
1056,data\raw\deam\audio\1056.mp3,4.2,5.0
1057,data\raw\deam\audio\1057.mp3,4.7,7.1
1058,data\raw\deam\audio\1058.mp3,4.0,5.8
1059,data\raw\deam\audio\1059.mp3,4.7,7.5
1060,data\raw\deam\audio\1060.mp3,5.2,6.1
1061,data\raw\deam\audio\1061.mp3,6.5,6.2
1062,data\raw\deam\audio\1062.mp3,4.1,4.3
1063,data\raw\deam\audio\1063.mp3,5.2,6.4
1064,data\raw\deam\audio\1064.mp3,5.2,7.1
1065,data\raw\deam\audio\1065.mp3,6.0,6.4
1066,data\raw\deam\audio\1066.mp3,6.1,5.5
1067,data\raw\deam\audio\1067.mp3,4.0,3.4
1068,data\raw\deam\audio\1068.mp3,5.9,5.3
1069,data\raw\deam\audio\1069.mp3,4.3,5.6
1070,data\raw\deam\audio\1070.mp3,5.2,5.8
1071,data\raw\deam\audio\1071.mp3,6.5,5.3
1072,data\raw\deam\audio\1072.mp3,6.3,5.5
1073,data\raw\deam\audio\1073.mp3,5.2,3.8
1074,data\raw\deam\audio\1074.mp3,6.8,6.4
1075,data\raw\deam\audio\1075.mp3,6.4,6.6
1076,data\raw\deam\audio\1076.mp3,6.0,5.0
1077,data\raw\deam\audio\1077.mp3,6.4,4.8
1078,data\raw\deam\audio\1078.mp3,6.8,6.0
1079,data\raw\deam\audio\1079.mp3,6.9,5.6
1080,data\raw\deam\audio\1080.mp3,6.0,5.0
1081,data\raw\deam\audio\1081.mp3,5.0,3.5
1082,data\raw\deam\audio\1082.mp3,6.7,6.4
1083,data\raw\deam\audio\1083.mp3,6.1,6.6
1084,data\raw\deam\audio\1084.mp3,5.1,3.4
1085,data\raw\deam\audio\1085.mp3,6.1,5.2
1086,data\raw\deam\audio\1086.mp3,5.9,4.3
1087,data\raw\deam\audio\1087.mp3,6.0,6.4
1088,data\raw\deam\audio\1088.mp3,7.3,6.6
1089,data\raw\deam\audio\1089.mp3,6.4,6.6
1090,data\raw\deam\audio\1090.mp3,5.6,6.6
1091,data\raw\deam\audio\1091.mp3,5.7,5.8
1092,data\raw\deam\audio\1092.mp3,5.8,6.3
1093,data\raw\deam\audio\1093.mp3,5.8,6.0
1094,data\raw\deam\audio\1094.mp3,6.4,6.3
1095,data\raw\deam\audio\1095.mp3,6.2,6.2
1096,data\raw\deam\audio\1096.mp3,3.8,3.6
1097,data\raw\deam\audio\1097.mp3,5.5,5.4
1098,data\raw\deam\audio\1098.mp3,6.8,6.3
1099,data\raw\deam\audio\1099.mp3,5.7,5.9
1100,data\raw\deam\audio\1100.mp3,6.3,5.6
1101,data\raw\deam\audio\1101.mp3,3.7,2.4
1102,data\raw\deam\audio\1102.mp3,2.3,4.5
1103,data\raw\deam\audio\1103.mp3,3.6,3.5
1104,data\raw\deam\audio\1104.mp3,4.2,4.4
1105,data\raw\deam\audio\1105.mp3,3.8,3.7
1106,data\raw\deam\audio\1106.mp3,3.0,3.9
1107,data\raw\deam\audio\1107.mp3,3.0,3.2
1108,data\raw\deam\audio\1108.mp3,4.8,3.7
1109,data\raw\deam\audio\1109.mp3,4.2,2.4
1110,data\raw\deam\audio\1110.mp3,5.1,5.4
1111,data\raw\deam\audio\1111.mp3,3.2,2.9
1112,data\raw\deam\audio\1112.mp3,3.1,2.3
1113,data\raw\deam\audio\1113.mp3,3.4,3.0
1114,data\raw\deam\audio\1114.mp3,3.4,3.3
1115,data\raw\deam\audio\1115.mp3,4.4,3.9
1116,data\raw\deam\audio\1116.mp3,5.7,3.0
1117,data\raw\deam\audio\1117.mp3,4.2,3.4
1118,data\raw\deam\audio\1118.mp3,4.0,1.9
1119,data\raw\deam\audio\1119.mp3,3.4,2.1
1120,data\raw\deam\audio\1120.mp3,3.4,2.8
1121,data\raw\deam\audio\1121.mp3,3.9,2.3
1122,data\raw\deam\audio\1122.mp3,6.8,5.4
1123,data\raw\deam\audio\1123.mp3,3.1,3.1
1124,data\raw\deam\audio\1124.mp3,5.4,5.1
1125,data\raw\deam\audio\1125.mp3,4.9,3.0
1126,data\raw\deam\audio\1126.mp3,3.9,3.2
1127,data\raw\deam\audio\1127.mp3,3.4,3.0
1128,data\raw\deam\audio\1128.mp3,3.7,2.7
1129,data\raw\deam\audio\1129.mp3,3.5,2.4
1130,data\raw\deam\audio\1130.mp3,3.8,3.1
1131,data\raw\deam\audio\1131.mp3,4.5,3.4
1132,data\raw\deam\audio\1132.mp3,4.6,3.4
1133,data\raw\deam\audio\1133.mp3,5.0,2.4
1134,data\raw\deam\audio\1134.mp3,4.1,2.1
1135,data\raw\deam\audio\1135.mp3,3.1,2.7
1136,data\raw\deam\audio\1136.mp3,4.5,3.4
1137,data\raw\deam\audio\1137.mp3,4.3,4.2
1138,data\raw\deam\audio\1138.mp3,4.4,3.7
1139,data\raw\deam\audio\1139.mp3,5.1,2.5
1140,data\raw\deam\audio\1140.mp3,5.9,5.4
1141,data\raw\deam\audio\1141.mp3,4.5,3.6
1142,data\raw\deam\audio\1142.mp3,3.2,2.1
1143,data\raw\deam\audio\1143.mp3,3.8,5.1
1144,data\raw\deam\audio\1144.mp3,3.7,4.6
1145,data\raw\deam\audio\1145.mp3,4.7,2.4
1146,data\raw\deam\audio\1146.mp3,2.6,3.4
1147,data\raw\deam\audio\1147.mp3,4.6,3.6
1148,data\raw\deam\audio\1148.mp3,3.4,3.0
1149,data\raw\deam\audio\1149.mp3,4.0,2.6
1150,data\raw\deam\audio\1150.mp3,4.1,2.3
1151,data\raw\deam\audio\1151.mp3,5.0,5.6
1152,data\raw\deam\audio\1152.mp3,6.1,5.6
1153,data\raw\deam\audio\1153.mp3,3.9,2.5
1154,data\raw\deam\audio\1154.mp3,3.9,4.4
1155,data\raw\deam\audio\1155.mp3,4.2,4.3
1156,data\raw\deam\audio\1156.mp3,7.0,5.6
1157,data\raw\deam\audio\1157.mp3,6.9,6.1
1158,data\raw\deam\audio\1158.mp3,6.2,6.2
1159,data\raw\deam\audio\1159.mp3,5.8,6.0
1160,data\raw\deam\audio\1160.mp3,6.4,5.4
1161,data\raw\deam\audio\1161.mp3,4.1,2.5
1162,data\raw\deam\audio\1162.mp3,3.6,3.8
1163,data\raw\deam\audio\1163.mp3,6.2,5.3
1164,data\raw\deam\audio\1164.mp3,3.6,3.1
1165,data\raw\deam\audio\1165.mp3,3.5,2.8
1166,data\raw\deam\audio\1166.mp3,4.6,3.3
1167,data\raw\deam\audio\1167.mp3,3.6,2.8
1168,data\raw\deam\audio\1168.mp3,4.4,3.3
1169,data\raw\deam\audio\1169.mp3,3.9,2.8
1170,data\raw\deam\audio\1170.mp3,3.1,2.1
1171,data\raw\deam\audio\1171.mp3,3.6,1.9
1172,data\raw\deam\audio\1172.mp3,3.9,2.5
1173,data\raw\deam\audio\1173.mp3,4.3,4.0
1174,data\raw\deam\audio\1174.mp3,3.6,3.3
1175,data\raw\deam\audio\1175.mp3,3.7,3.4
1176,data\raw\deam\audio\1176.mp3,4.9,2.7
1177,data\raw\deam\audio\1177.mp3,5.2,3.3
1178,data\raw\deam\audio\1178.mp3,4.9,4.5
1179,data\raw\deam\audio\1179.mp3,3.4,4.1
1180,data\raw\deam\audio\1180.mp3,3.3,2.6
1181,data\raw\deam\audio\1181.mp3,3.7,4.4
1182,data\raw\deam\audio\1182.mp3,2.7,2.2
1183,data\raw\deam\audio\1183.mp3,3.7,3.2
1184,data\raw\deam\audio\1184.mp3,4.2,2.3
1185,data\raw\deam\audio\1185.mp3,6.2,4.8
1186,data\raw\deam\audio\1186.mp3,3.7,1.9
1187,data\raw\deam\audio\1187.mp3,4.4,4.1
1188,data\raw\deam\audio\1188.mp3,4.7,3.3
1189,data\raw\deam\audio\1189.mp3,4.8,3.2
1190,data\raw\deam\audio\1190.mp3,3.5,2.2
1191,data\raw\deam\audio\1191.mp3,4.4,2.6
1192,data\raw\deam\audio\1192.mp3,3.7,2.9
1193,data\raw\deam\audio\1193.mp3,4.4,3.9
1194,data\raw\deam\audio\1194.mp3,3.4,2.5
1195,data\raw\deam\audio\1195.mp3,4.2,4.0
1196,data\raw\deam\audio\1196.mp3,3.8,2.7
1197,data\raw\deam\audio\1197.mp3,3.9,2.8
1198,data\raw\deam\audio\1198.mp3,3.5,1.8
1199,data\raw\deam\audio\1199.mp3,4.5,3.5
1200,data\raw\deam\audio\1200.mp3,3.2,3.6
1201,data\raw\deam\audio\1201.mp3,6.0,5.5
1202,data\raw\deam\audio\1202.mp3,4.1,2.7
1203,data\raw\deam\audio\1203.mp3,4.0,3.4
1204,data\raw\deam\audio\1204.mp3,6.6,5.5
1205,data\raw\deam\audio\1205.mp3,6.0,5.7
1206,data\raw\deam\audio\1206.mp3,5.1,5.8
1207,data\raw\deam\audio\1207.mp3,4.7,3.4
1208,data\raw\deam\audio\1208.mp3,6.2,4.6
1209,data\raw\deam\audio\1209.mp3,4.4,2.7
1210,data\raw\deam\audio\1210.mp3,3.8,2.4
1211,data\raw\deam\audio\1211.mp3,5.5,4.7
1212,data\raw\deam\audio\1212.mp3,3.5,2.7
1213,data\raw\deam\audio\1213.mp3,3.1,2.8
1214,data\raw\deam\audio\1214.mp3,6.2,5.3
1215,data\raw\deam\audio\1215.mp3,6.2,5.6
1216,data\raw\deam\audio\1216.mp3,5.5,5.3
1217,data\raw\deam\audio\1217.mp3,3.9,2.6
1218,data\raw\deam\audio\1218.mp3,3.9,4.1
1219,data\raw\deam\audio\1219.mp3,4.3,2.2
1220,data\raw\deam\audio\1220.mp3,3.6,2.2
1221,data\raw\deam\audio\1221.mp3,5.4,5.3
1222,data\raw\deam\audio\1222.mp3,4.1,3.2
1223,data\raw\deam\audio\1223.mp3,4.6,5.6
1224,data\raw\deam\audio\1224.mp3,6.2,6.8
1225,data\raw\deam\audio\1225.mp3,3.4,4.6
1226,data\raw\deam\audio\1226.mp3,3.9,3.8
1227,data\raw\deam\audio\1227.mp3,4.7,5.7
1228,data\raw\deam\audio\1228.mp3,5.4,3.3
1229,data\raw\deam\audio\1229.mp3,5.2,4.3
1230,data\raw\deam\audio\1230.mp3,5.3,3.7
1231,data\raw\deam\audio\1231.mp3,5.5,6.5
1232,data\raw\deam\audio\1232.mp3,6.9,6.3
1233,data\raw\deam\audio\1233.mp3,5.5,4.8
1234,data\raw\deam\audio\1234.mp3,4.6,3.0
1235,data\raw\deam\audio\1235.mp3,4.9,5.8
1236,data\raw\deam\audio\1236.mp3,4.5,4.9
1237,data\raw\deam\audio\1237.mp3,4.1,3.3
1238,data\raw\deam\audio\1238.mp3,5.5,5.1
1239,data\raw\deam\audio\1239.mp3,6.3,6.7
1240,data\raw\deam\audio\1240.mp3,2.7,2.6
1241,data\raw\deam\audio\1241.mp3,4.1,3.7
1242,data\raw\deam\audio\1242.mp3,4.7,4.3
1243,data\raw\deam\audio\1243.mp3,5.8,5.7
1244,data\raw\deam\audio\1244.mp3,4.6,3.7
1245,data\raw\deam\audio\1245.mp3,6.4,5.3
1246,data\raw\deam\audio\1246.mp3,4.5,3.1
1247,data\raw\deam\audio\1247.mp3,4.4,6.3
1248,data\raw\deam\audio\1248.mp3,3.7,3.0
1249,data\raw\deam\audio\1249.mp3,5.1,5.6
1250,data\raw\deam\audio\1250.mp3,7.0,7.4
1251,data\raw\deam\audio\1251.mp3,6.9,6.3
1252,data\raw\deam\audio\1252.mp3,5.2,5.1
1253,data\raw\deam\audio\1253.mp3,4.1,3.0
1254,data\raw\deam\audio\1254.mp3,4.7,6.2
1255,data\raw\deam\audio\1255.mp3,3.4,2.0
1256,data\raw\deam\audio\1256.mp3,5.7,5.5
1257,data\raw\deam\audio\1257.mp3,5.0,3.8
1258,data\raw\deam\audio\1258.mp3,5.7,5.6
1259,data\raw\deam\audio\1259.mp3,3.6,2.8
1260,data\raw\deam\audio\1260.mp3,7.2,6.5
1261,data\raw\deam\audio\1261.mp3,3.8,3.1
1262,data\raw\deam\audio\1262.mp3,4.5,4.8
1263,data\raw\deam\audio\1263.mp3,5.8,5.1
1264,data\raw\deam\audio\1264.mp3,4.6,3.6
1265,data\raw\deam\audio\1265.mp3,5.8,5.5
1266,data\raw\deam\audio\1266.mp3,5.6,5.1
1267,data\raw\deam\audio\1267.mp3,4.5,3.7
1268,data\raw\deam\audio\1268.mp3,5.3,3.7
1269,data\raw\deam\audio\1269.mp3,3.5,4.4
1270,data\raw\deam\audio\1270.mp3,4.6,5.3
